h	k	l	d (Å)	F(real)	F(imag)	|F|	2θ	I		M ID(λ)	Phase
13	1	-6	0.933705	-20.688284	102.859935	104.92	111.17479	0.60581	2	1	1
6	-2	1	1.45014	-80.092527	-4.62854	80.2262	64.17147	0.59982	2	1	1
13	-1	-6	0.933705	29.721046	-99.666283	104.003	111.17479	0.59528	2	1	1
1	1	5	1.325039	26.172212	-84.539962	88.4985	71.08953	0.58934	2	1	1
6	0	-7	1.060427	-105.769893	-13.659256	106.648	93.1712	0.58908	2	1	1
7	1	-2	1.828191	-18.384632	-56.731261	59.6358	49.83886	0.58567	2	1	1
2	-2	-7	0.937122	102.955355	-9.060473	103.353	110.56715	0.58396	2	1	1
11	3	1	0.905267	-9.936956	98.81628	99.3147	116.62046	0.58307	2	1	1
10	2	-2	1.194373	84.610829	49.601053	98.0778	80.32201	0.58265	2	1	1
10	-2	-2	1.194373	93.508025	-28.601631	97.7845	80.32201	0.57917	2	1	1
0	-4	2	0.948965	25.615806	100.660425	103.869	108.52919	0.57798	2	1	1
13	1	3	0.90571	-24.6227	95.73749	98.8531	116.52976	0.57688	2	1	1
4	2	5	1.049143	-94.242687	-48.191362	105.849	94.4818	0.57674	2	1	1
3	-1	-5	1.404649	17.348156	79.588006	81.4568	66.51334	0.57253	2	1	1
3	1	-5	1.404649	34.443925	-73.626154	81.2847	66.51334	0.57011	2	1	1
11	-1	3	1.017888	-52.963907	91.289596	105.541	98.35871	0.56893	2	1	1
14	0	-1	1.076368	101.78445	22.050394	104.146	91.39199	0.56809	2	1	1
1	-1	5	1.325039	4.263651	86.422183	86.5273	71.08953	0.56338	2	1	1
2	4	-2	0.949543	72.580586	-72.45533	102.556	108.43221	0.56297	2	1	1
5	3	1	1.160533	-13.461457	97.744555	98.6672	83.17199	0.56103	2	1	1
2	2	-3	1.546107	64.647547	30.391407	71.4349	59.7642	0.55656	2	1	1
4	-2	5	1.049143	-101.806219	19.875831	103.728	94.4818	0.55386	2	1	1
16	0	1	0.879414	-88.082649	-26.627834	92.0195	122.30818	0.55071	2	1	1
13	-1	3	0.90571	15.938716	-95.073629	96.4004	116.52976	0.54861	2	1	1
2	0	1	4.580114	-19.74472	-6.470574	20.7779	19.36436	0.54799	2	1	1
9	3	-5	0.909172	-53.234512	80.516447	96.5236	115.82774	0.54436	2	1	1
1	-1	-1	3.464333	12.495938	24.756358	27.7313	25.69426	0.54133	2	1	1
2	-2	-3	1.546107	67.492649	-19.9184	70.3705	59.7642	0.54009	2	1	1
5	-3	2	1.101284	88.210697	-47.481037	100.178	88.76623	0.5377	2	1	1
11	-3	1	0.905267	36.31925	-88.168069	95.3556	116.62046	0.53751	2	1	1
5	1	0	2.348866	36.469924	-21.675252	42.4249	38.28806	0.53608	2	1	1
9	-3	-2	1.028338	94.944352	-38.223537	102.35	97.01959	0.53556	2	1	1
13	1	-2	1.118834	-25.816493	95.456505	98.886	87.02008	0.53406	2	1	1
2	0	-6	1.247107	87.543148	20.281748	89.8618	76.29188	0.53226	2	1	1
3	-1	-1	3.006513	14.576284	-28.452045	31.9685	29.6905	0.52919	2	1	1
14	2	-3	0.939163	-97.312503	15.488963	98.5375	110.20849	0.5288	2	1	1
13	3	0	0.854332	-49.260085	68.303455	84.2135	128.74801	0.52566	2	1	1
5	-3	1	1.160533	26.244217	-91.348129	95.0434	83.17199	0.52057	2	1	1
9	-3	-1	1.034931	-61.007302	79.799752	100.448	96.19762	0.51662	2	1	1
11	1	3	1.017888	3.667151	-100.256069	100.323	98.35871	0.51406	2	1	1
2	-2	3	1.44585	64.541619	-37.262609	74.526	64.38478	0.5139	2	1	1
1	1	-1	3.464333	15.996702	-21.723498	26.9779	25.69426	0.51231	2	1	1
3	3	-2	1.221823	58.339757	-68.082809	89.6593	78.16643	0.50841	2	1	1
1	1	-6	1.17554	-13.931831	91.796244	92.8474	81.88032	0.5076	2	1	1
12	0	-3	1.22847	-88.256676	-12.082608	89.0799	77.66376	0.50728	2	1	1
13	-1	-2	1.118834	5.346729	-96.048119	96.1968	87.02008	0.50541	2	1	1
1	-1	-6	1.17554	25.647039	-88.638281	92.2741	81.88032	0.50136	2	1	1
7	-1	-3	1.668455	-39.666959	47.263742	61.7036	54.99145	0.50116	2	1	1
4	0	-4	1.829583	54.896542	2.19412	54.9404	49.79838	0.49799	2	1	1
1	1	-7	1.017569	-33.107335	92.652748	98.3902	98.40027	0.49444	2	1	1
9	3	-1	1.034931	-16.585343	-96.263074	97.6814	96.19762	0.48855	2	1	1
7	1	6	0.917614	-16.702056	90.84608	92.3687	114.16542	0.4871	2	1	1
7	-1	6	0.917614	29.727741	-87.177454	92.1067	114.16542	0.48435	2	1	1
6	2	-7	0.933364	80.538578	47.265156	93.3834	111.23584	0.48024	2	1	1
1	-1	-7	1.017569	-1.564215	-96.494339	96.507	98.40027	0.4757	2	1	1
2	2	3	1.44585	54.603968	46.161928	71.5019	64.38478	0.47304	2	1	1
9	-3	-5	0.909172	-18.807851	-87.80348	89.7952	115.82774	0.47112	2	1	1
6	-2	-7	0.933364	89.27104	-23.270168	92.2541	111.23584	0.4687	2	1	1
3	1	-1	3.006513	2.274807	29.923559	30.0099	29.6905	0.46634	2	1	1
3	-3	-2	1.221823	35.243716	76.845898	84.5424	78.16643	0.45203	2	1	1
13	-3	0	0.854332	-19.203304	-75.632434	78.0322	128.74801	0.45132	2	1	1
13	1	1	1.033118	19.062167	-91.794843	93.7532	96.42197	0.44983	2	1	1
11	-3	-5	0.861837	-75.1857	23.744233	78.8459	126.7054	0.44097	2	1	1
11	-3	0	0.934046	-85.32858	26.069282	89.222	111.11378	0.4378	2	1	1
13	-1	1	1.033118	-20.460781	90.085935	92.3803	96.42197	0.43675	2	1	1
2	-2	-5	1.193121	-72.336852	44.481412	84.9189	80.42358	0.43595	2	1	1
6	4	-2	0.905977	-73.794141	-43.94247	85.8866	116.47514	0.43512	2	1	1
7	-3	-2	1.106745	82.571766	-33.03465	88.9347	88.21418	0.4262	2	1	1
15	1	0	0.947425	25.140864	-84.859887	88.5057	108.78844	0.42066	2	1	1
1	-1	1	3.273385	18.902445	-17.694332	25.8919	27.2211	0.41767	2	1	1
8	2	-6	0.999331	90.096674	5.021245	90.2365	100.85373	0.4171	2	1	1
14	2	-1	0.944179	-86.492413	-13.631055	87.5599	109.34044	0.41389	2	1	1
13	-1	-4	1.055905	47.462925	-75.274201	88.9884	93.69118	0.40906	2	1	1
0	4	2	0.948965	54.298277	-68.393082	87.3265	108.52919	0.40854	2	1	1
12	0	4	0.906888	81.583881	16.591064	83.2538	116.28945	0.40772	2	1	1
5	3	2	1.101284	52.875337	69.311482	87.1773	88.76623	0.40719	2	1	1
9	3	-2	1.028338	61.131705	64.588574	88.9313	97.01959	0.40434	2	1	1
8	-2	-6	0.999331	81.770062	34.587559	88.7842	100.85373	0.40378	2	1	1
4	-2	-5	1.188103	-72.49132	37.497629	81.6153	80.83337	0.39963	2	1	1
15	-1	0	0.947425	-5.054676	85.856472	86.0051	108.78844	0.39722	2	1	1
8	0	5	1.013349	87.38222	11.518243	88.1381	98.95473	0.39683	2	1	1
14	-2	-1	0.944179	-81.466002	-26.172682	85.567	109.34044	0.39526	2	1	1
7	1	-3	1.668455	-10.973625	-53.651897	54.7626	54.99145	0.39475	2	1	1
7	-1	2	1.508827	-47.63257	39.431015	61.8358	61.39782	0.39269	2	1	1
9	-3	1	0.988368	-55.372492	67.470577	87.2834	102.40438	0.39213	2	1	1
2	2	-5	1.193121	-59.772885	-53.929247	80.5057	80.42358	0.39182	2	1	1
10	-2	0	1.174433	27.198742	76.28324	80.9871	81.97403	0.38558	2	1	1
2	0	8	0.871941	71.750566	23.496835	75.5	124.11713	0.3837	2	1	1
4	0	-7	1.074567	-85.170881	-8.621419	85.6061	91.58894	0.3833	2	1	1
5	-3	0	1.196546	-77.062182	-17.793244	79.0897	80.14651	0.38015	2	1	1
4	2	-5	1.188103	-62.827967	-47.739934	78.9079	80.83337	0.37356	2	1	1
3	1	-7	1.035257	-25.795271	80.927038	84.9387	96.15739	0.36943	2	1	1
4	-2	3	1.331157	-30.646089	-62.150511	69.2955	70.71368	0.36516	2	1	1
13	1	-4	1.055905	0.919298	83.930352	83.9354	93.69118	0.36392	2	1	1
4	-4	3	0.86382	18.765084	69.13184	71.6334	126.18363	0.36006	2	1	1
7	-3	2	1.022505	80.346081	-23.337034	83.6667	97.76156	0.35761	2	1	1
6	-2	5	0.975058	36.700886	73.889711	82.5024	104.37118	0.35361	2	1	1
9	3	1	0.988368	-15.345452	-81.385895	82.82	102.40438	0.35305	2	1	1
3	-1	-7	1.035257	-1.123489	-82.736302	82.7439	96.15739	0.35059	2	1	1
6	-4	-2	0.905977	-75.258108	16.379333	77.0199	116.47514	0.34991	2	1	1
1	3	3	1.137676	45.750554	-64.425324	79.0173	85.23158	0.34894	2	1	1
7	3	-5	0.94892	-44.298249	66.720954	80.0876	108.53671	0.34364	2	1	1
10	-2	3	0.977688	-48.286768	-64.483423	80.5588	103.97476	0.33642	2	1	1
13	-3	-3	0.861915	60.611948	-32.45865	68.7559	126.68489	0.33519	2	1	1
8	2	5	0.90078	-67.249558	-32.314322	74.6104	117.55127	0.3338	2	1	1
3	-1	3	1.760265	-39.683999	24.928831	46.8643	51.90202	0.32977	2	1	1
16	0	-3	0.942818	-76.203157	-13.322218	77.3589	109.57411	0.32381	2	1	1
7	-1	-4	1.478799	38.990541	-42.185312	57.4444	62.7844	0.32258	2	1	1
1	1	1	3.273385	9.471168	20.682422	22.7479	27.2211	0.3224	2	1	1
15	1	-4	0.945721	23.665678	-73.525539	77.2403	109.0773	0.32126	2	1	1
3	1	1	2.66649	4.79347	-27.944024	28.3522	33.58186	0.31916	2	1	1
2	-4	0	0.974477	24.138736	-74.531836	78.3433	104.45928	0.31902	2	1	1
0	0	5	1.450589	58.423614	0.048633	58.4236	64.14925	0.31834	2	1	1
7	1	-7	1.010386	-31.732136	72.044011	78.7227	99.34866	0.31666	2	1	1
7	-1	-7	1.010386	-10.222296	-77.581299	78.2519	99.34866	0.31289	2	1	1
8	-2	5	0.90078	-71.045029	12.814054	72.1914	117.55127	0.3125	2	1	1
11	3	0	0.934046	-55.837098	-50.587828	75.3453	111.11378	0.31221	2	1	1
2	-2	-6	1.053171	-68.416516	-36.728783	77.6519	94.00894	0.31101	2	1	1
1	-3	3	1.137676	21.884261	71.14733	74.437	85.23158	0.30966	2	1	1
6	-2	-5	1.153409	-67.949041	28.137394	73.5444	83.80167	0.30864	2	1	1
8	0	6	0.904265	-69.874823	-17.792131	72.1044	116.82656	0.3083	2	1	1
7	3	-2	1.106745	53.871809	53.018391	75.5852	88.21418	0.30786	2	1	1
15	-1	-4	0.945721	-5.731664	75.303499	75.5213	109.0773	0.30712	2	1	1
5	3	0	1.196546	-70.880152	-2.044826	70.9096	80.14651	0.30558	2	1	1
11	1	-7	0.922415	-24.906596	69.193386	73.5395	113.2498	0.30509	2	1	1
6	2	-5	1.153409	-62.225918	-37.98095	72.9014	83.80167	0.30327	2	1	1
11	1	2	1.107637	-21.604661	71.653202	74.8394	88.12479	0.3021	2	1	1
13	3	-2	0.871689	34.657445	-57.203198	66.8831	124.17969	0.30148	2	1	1
11	3	-5	0.861837	-46.442127	-45.56834	65.0642	126.7054	0.30029	2	1	1
2	2	-6	1.053171	-76.27967	-0.083311	76.2797	94.00894	0.30012	2	1	1
4	0	3	1.808529	39.977995	16.133333	43.1106	50.41835	0.29811	2	1	1
8	0	4	1.145029	-69.248751	-21.417755	72.4852	84.55642	0.29646	2	1	1
9	-1	0	1.503395	20.579081	49.88648	53.9644	61.64384	0.29644	2	1	1
3	-1	1	2.66649	-0.189467	27.306425	27.3071	33.58186	0.29606	2	1	1
8	-2	4	0.989504	53.509332	53.484153	75.6558	102.24091	0.29443	2	1	1
11	-1	0	1.260881	50.309149	-42.640338	65.9485	75.31202	0.29334	2	1	1
12	-2	-4	1.002876	50.07686	56.703612	75.6505	100.36493	0.29285	2	1	1
11	-1	-7	0.922415	-3.459955	-71.894267	71.9775	113.2498	0.29227	2	1	1
12	2	-3	1.041874	68.057909	32.409182	75.3806	95.35001	0.2916	2	1	1
7	-3	-5	0.94892	-18.986443	-71.047555	73.5407	108.53671	0.28975	2	1	1
4	4	2	0.903473	-52.191604	-46.08461	69.6258	116.99006	0.28818	2	1	1
5	-3	5	0.877479	-66.22304	-2.662675	66.2765	122.76862	0.28814	2	1	1
11	-1	2	1.107637	0.382565	-72.893552	72.8946	88.12479	0.2866	2	1	1
12	-2	-5	0.95116	29.825264	66.419219	72.8084	108.16245	0.28306	2	1	1
4	2	-7	0.942963	62.953758	35.594414	72.3197	109.54923	0.28293	2	1	1
7	-1	1	1.697074	26.010779	-37.092189	45.3033	53.98795	0.28171	2	1	1
6	4	-1	0.916192	69.359038	8.802726	69.9154	114.44064	0.28011	2	1	1
5	1	-7	1.032718	-27.222282	68.625265	73.8274	96.47163	0.27891	2	1	1
11	1	4	0.931189	19.991792	-68.057958	70.9335	111.6281	0.27833	2	1	1
4	-2	-7	0.942963	68.229219	-21.768593	71.6177	109.54923	0.27746	2	1	1
9	1	0	1.503395	25.339385	-45.582261	52.152	61.64384	0.27686	2	1	1
12	-2	-3	1.041874	72.438091	-10.900371	73.2536	95.35001	0.27537	2	1	1
7	1	2	1.508827	-18.50765	-48.358049	51.7787	61.39782	0.27534	2	1	1
12	0	-4	1.165893	-65.054939	-21.388147	68.4806	82.70541	0.27231	2	1	1
5	-1	-7	1.032718	-8.135913	-72.440231	72.8957	96.47163	0.27192	2	1	1
10	0	3	1.12683	65.821324	22.462668	69.5487	86.25055	0.26669	2	1	1
3	3	-5	0.988193	-60.719803	38.599961	71.9503	102.42964	0.26648	2	1	1
11	-1	4	0.931189	-9.095055	68.805237	69.4038	111.6281	0.26646	2	1	1
0	-2	7	0.916671	56.378491	-38.126906	68.0602	114.34767	0.26511	2	1	1
3	-3	-5	0.988193	-47.644593	-53.559549	71.6843	102.42964	0.26452	2	1	1
7	3	2	1.022505	55.365765	45.755822	71.8259	97.76156	0.26355	2	1	1
7	-3	-3	1.068169	63.801505	-30.783495	70.8396	92.29688	0.26124	2	1	1
1	3	-6	0.897718	3.680105	-64.779057	64.8835	118.19897	0.25504	2	1	1
7	1	-4	1.478799	12.625994	49.445883	51.0325	62.7844	0.25459	2	1	1
10	0	-5	1.202524	64.048905	3.329399	64.1354	79.66814	0.25231	2	1	1
13	3	-3	0.861915	31.572356	50.375285	59.4515	126.68489	0.25061	2	1	1
6	-4	-1	0.916192	61.930354	22.770893	65.984	114.44064	0.24949	2	1	1
3	-3	3	1.091128	67.215243	-13.326474	68.5236	89.81482	0.24909	2	1	1
9	-1	-6	1.080426	-23.890857	64.413201	68.701	90.95186	0.24803	2	1	1
7	1	1	1.697074	7.06841	41.850018	42.4427	53.98795	0.24726	2	1	1
4	4	3	0.86382	38.960354	-44.6587	59.2647	126.18363	0.24645	2	1	1
4	-4	2	0.903473	-57.788001	28.342299	64.3641	116.99006	0.24627	2	1	1
1	-3	-6	0.897718	-28.346339	56.832611	63.5095	118.19897	0.24435	2	1	1
13	-3	-2	0.871689	12.132581	58.930388	60.1664	124.17969	0.24397	2	1	1
4	4	-3	0.905321	-44.863808	-45.924905	64.2017	116.6094	0.24362	2	1	1
2	4	0	0.974477	4.840851	68.275189	68.4466	104.45928	0.24351	2	1	1
10	2	3	0.977688	-64.308068	23.446221	68.4489	103.97476	0.24288	2	1	1
9	1	-6	1.080426	8.507732	-67.235755	67.7719	90.95186	0.24136	2	1	1
7	-3	-4	1.013006	-64.032351	24.738207	68.6449	99.00009	0.24071	2	1	1
6	-2	-3	1.403649	17.113762	-49.906757	52.7595	66.56692	0.23977	2	1	1
10	-2	-5	1.025905	-55.194287	39.153475	67.6713	97.32739	0.23403	2	1	1
0	-4	4	0.864331	-13.229647	-56.165899	57.703	126.05021	0.23299	2	1	1
5	3	-1	1.20172	-3.956441	61.423996	61.5513	79.73206	0.2321	2	1	1
8	2	4	0.989504	65.596193	-14.064324	67.087	102.24091	0.23151	2	1	1
12	-2	0	1.036825	-50.697828	43.532559	66.8233	95.96459	0.22876	2	1	1
0	-2	4	1.33303	20.754704	50.44637	54.549	70.59945	0.22701	2	1	1
0	2	7	0.916671	43.762587	45.101329	62.8434	114.34767	0.22602	2	1	1
8	-2	-7	0.909676	47.224021	-40.297634	62.0807	115.72663	0.22485	2	1	1
4	2	3	1.331157	-43.71448	32.106368	54.2381	70.71368	0.22371	2	1	1
9	-3	-6	0.853154	30.404066	-44.723466	54.0795	129.07879	0.21837	2	1	1
4	-4	-3	0.905321	-53.50358	28.650127	60.6915	116.6094	0.21771	2	1	1
12	2	-4	1.002876	62.92766	-17.152934	65.2236	100.36493	0.21769	2	1	1
13	-1	-3	1.098387	-38.428693	50.952887	63.8198	89.06246	0.21759	2	1	1
6	-4	-3	0.882724	-9.289944	57.344375	58.092	121.53279	0.21639	2	1	1
0	-2	5	1.167344	-44.968449	41.181719	60.9762	82.58008	0.21635	2	1	1
0	-2	1	1.89793	-25.928722	22.93626	34.6175	47.89023	0.21607	2	1	1
6	2	5	0.975058	55.052626	-32.987793	64.1793	104.37118	0.21399	2	1	1
3	1	3	1.760265	-18.996853	-32.329062	37.4973	51.90202	0.21112	2	1	1
5	-3	-1	1.20172	19.579337	-55.317157	58.68	79.73206	0.21095	2	1	1
10	2	0	1.174433	44.08537	-40.524607	59.8812	81.97403	0.2108	2	1	1
12	0	0	1.220216	57.749473	1.720391	57.7751	78.28906	0.21056	2	1	1
15	1	-6	0.861235	-8.703485	53.614182	54.316	126.86518	0.20998	2	1	1
17	1	-2	0.870875	-23.303221	50.470857	55.5909	124.38232	0.2091	2	1	1
2	-4	3	0.892939	-35.619424	45.982022	58.1643	119.23146	0.20844	2	1	1
17	-1	-2	0.870875	-7.258993	-54.927627	55.4052	124.38232	0.20771	2	1	1
5	-1	-5	1.37175	19.279693	46.536722	50.3723	68.32512	0.20694	2	1	1
0	4	3	0.910786	-47.183515	-36.493082	59.6492	115.5045	0.20693	2	1	1
5	3	-3	1.121889	49.257224	-36.544391	61.3332	86.72417	0.20619	2	1	1
0	0	7	1.036135	-62.855919	-4.075299	62.9879	96.04931	0.20321	2	1	1
11	1	0	1.260881	16.060818	52.385597	54.7923	75.31202	0.20249	2	1	1
5	3	5	0.877479	-52.551067	-17.953025	55.5331	122.76862	0.2023	2	1	1
15	-1	-6	0.861235	17.630709	-50.291202	53.2921	126.86518	0.20213	2	1	1
1	-3	-5	0.982117	-58.77751	-21.091015	62.447	103.31612	0.2015	2	1	1
9	3	-6	0.853154	2.954457	51.85608	51.9402	129.07879	0.20143	2	1	1
7	3	-1	1.121975	-17.103297	58.065578	60.5321	86.71593	0.20086	2	1	1
10	2	-5	1.025905	-43.796274	-44.615684	62.5194	97.32739	0.19976	2	1	1
5	-3	-3	1.121889	36.666815	47.947322	60.3606	86.72417	0.1997	2	1	1
3	3	-3	1.154778	37.940141	-45.150825	58.975	83.67984	0.19884	2	1	1
1	3	5	0.959248	-40.537661	45.450098	60.9017	106.83914	0.19589	2	1	1
2	4	3	0.892939	-20.495776	-52.101105	55.9875	119.23146	0.19313	2	1	1
7	3	-3	1.068169	38.704396	46.917578	60.8218	92.29688	0.19257	2	1	1
5	1	-5	1.37175	23.468809	-42.283432	48.3598	68.32512	0.19073	2	1	1
9	-1	4	1.038812	34.085068	-50.317257	60.7751	95.72159	0.18934	2	1	1
15	-1	-3	0.971263	-35.140446	48.619296	59.9891	104.94992	0.18759	2	1	1
0	2	1	1.89793	-19.925806	-25.254523	32.1688	47.89023	0.18659	2	1	1
7	-3	-1	1.121975	7.404005	-57.838296	58.3103	86.71593	0.18638	2	1	1
2	-2	7	0.884313	-0.58554	-54.061585	54.0648	121.16598	0.1862	2	1	1
11	3	2	0.866362	31.695183	-40.942608	51.7772	125.52467	0.18559	2	1	1
5	-1	6	0.99226	-22.666188	55.645556	60.0848	101.84708	0.18545	2	1	1
3	3	3	1.091128	49.625616	31.913604	59.0015	89.81482	0.18467	2	1	1
16	0	0	0.915162	56.439132	5.246505	56.6825	114.64121	0.18461	2	1	1
7	3	-4	1.013006	-41.884228	-42.952218	59.9932	99.00009	0.18386	2	1	1
5	1	6	0.99226	6.10742	-59.423025	59.7361	101.84708	0.1833	2	1	1
12	2	0	1.036825	-37.919897	-46.168282	59.7447	95.96459	0.18286	2	1	1
15	1	2	0.863814	-20.818799	46.525357	50.9709	126.18517	0.1823	2	1	1
13	1	-3	1.098387	-3.990525	-58.087787	58.2247	89.06246	0.18111	2	1	1
15	-1	2	0.863814	-5.198517	-50.311073	50.5789	126.18517	0.17951	2	1	1
11	-1	-5	1.098227	44.386147	-36.803492	57.6596	89.07891	0.17758	2	1	1
3	-3	-3	1.154778	23.2286	50.465212	55.5545	83.67984	0.17645	2	1	1
8	2	-7	0.909676	35.013626	42.163944	54.8065	115.72663	0.17525	2	1	1
6	0	5	1.122808	-51.658721	-22.172326	56.216	86.63564	0.1734	2	1	1
0	-4	3	0.910786	-50.8254	19.604601	54.4753	115.5045	0.17259	2	1	1
9	3	-3	1.002171	27.849478	-50.526965	57.6937	100.46163	0.17036	2	1	1
1	-3	5	0.959248	-25.953039	-50.462502	56.7453	106.83914	0.17006	2	1	1
4	-2	-4	1.339485	-40.326426	23.961049	46.9079	70.20893	0.16975	2	1	1
0	2	5	1.167344	-35.937784	-39.751063	53.588	82.58008	0.16709	2	1	1
8	0	-1	1.898345	-29.281678	-7.974392	30.3481	47.8791	0.16615	2	1	1
9	1	4	1.038812	1.764637	56.74429	56.7717	95.72159	0.16522	2	1	1
10	0	0	1.464259	-36.347826	-19.08004	41.0513	63.48002	0.16081	2	1	1
1	3	-5	0.982117	-55.383848	4.542825	55.5698	103.31612	0.15956	2	1	1
0	4	4	0.864331	-29.840556	37.204373	47.693	126.05021	0.15917	2	1	1
6	4	-3	0.882724	8.41585	-49.101333	49.8173	121.53279	0.15914	2	1	1
16	-2	-2	0.854804	25.256782	-38.742964	46.2485	128.6161	0.15808	2	1	1
15	1	-3	0.971263	-0.215731	-54.907118	54.9075	104.94992	0.15716	2	1	1
12	2	-5	0.95116	45.526405	-29.291972	54.1357	108.16245	0.15649	2	1	1
1	-1	-5	1.387362	28.114994	32.605461	43.0531	67.45229	0.15528	2	1	1
11	-3	2	0.866362	16.40686	44.265784	47.2085	125.52467	0.15428	2	1	1
9	-3	0	1.020809	-47.50567	-27.237682	54.7602	97.97987	0.15317	2	1	1
4	2	-4	1.339485	-35.269116	-27.029721	44.4355	70.20893	0.15232	2	1	1
4	4	1	0.933294	52.190322	4.488401	52.383	111.24854	0.15113	2	1	1
10	-2	-7	0.874934	21.453135	-41.835952	47.0158	123.3826	0.1467	2	1	1
8	0	-7	1.026064	-52.743453	-1.41499	52.7624	97.30723	0.14228	2	1	1
5	-3	-5	0.976532	-45.290669	-26.247661	52.3468	104.14855	0.14218	2	1	1
9	-3	-3	1.002171	9.303583	51.816934	52.6455	100.46163	0.14185	2	1	1
0	0	4	1.813236	-26.886006	-12.397321	29.6066	50.27838	0.14149	2	1	1
6	2	-3	1.403649	5.522091	40.140849	40.5189	66.56692	0.14142	2	1	1
1	3	-3	1.160439	30.684177	-38.135326	48.9471	83.18027	0.13805	2	1	1
6	4	1	0.893947	42.810271	19.827132	47.1787	119.01148	0.13664	2	1	1
0	2	4	1.33303	31.546587	-27.312583	41.7273	70.59945	0.13284	2	1	1
9	3	0	1.020809	-48.348766	16.201136	50.991	97.97987	0.13281	2	1	1
4	-4	1	0.933294	44.792105	17.119183	47.952	111.24854	0.12665	2	1	1
8	-2	-3	1.28233	-0.128445	-41.645723	41.6459	73.84017	0.1213	2	1	1
5	3	-5	0.976532	-45.846456	15.354341	48.3493	104.14855	0.12129	2	1	1
9	-3	3	0.88883	31.942238	30.176876	43.9426	120.1412	0.12082	2	1	1
2	-2	1	1.806946	16.124302	22.238922	27.4693	50.46563	0.12077	2	1	1
6	0	6	0.984217	-46.930759	-10.889586	48.1776	103.00755	0.11976	2	1	1
1	-3	-3	1.160439	19.82487	40.892069	45.4443	83.18027	0.119	2	1	1
6	-4	1	0.893947	44.012624	-0.192644	44.013	119.01148	0.11892	2	1	1
11	1	-5	1.098227	11.314208	45.470887	46.8574	89.07891	0.11728	2	1	1
9	3	3	0.88883	38.207132	-19.793309	43.0298	120.1412	0.11585	2	1	1
9	-1	3	1.155791	-11.873155	-43.078829	44.6851	83.58995	0.11431	2	1	1
1	1	-5	1.387362	26.141422	-26.058678	36.9111	67.45229	0.11413	2	1	1
7	-1	5	1.029503	37.739204	-27.659158	46.7897	96.87314	0.11195	2	1	1
9	1	3	1.155791	-20.358275	38.951937	43.9513	83.58995	0.11059	2	1	1
6	2	6	0.880133	40.186935	8.478753	41.0716	122.13849	0.10937	2	1	1
12	0	-5	1.086745	-40.768687	-19.858476	45.348	90.27641	0.10866	2	1	1
8	-2	-1	1.365775	19.844107	30.564633	36.4415	68.66568	0.1072	2	1	1
7	-3	1	1.075566	-40.439074	19.944694	45.09	91.47958	0.10642	2	1	1
6	-2	6	0.880133	38.759031	11.433524	40.4102	122.13849	0.10587	2	1	1
3	-1	-8	0.911662	-24.178889	34.438531	42.0789	115.33019	0.10272	2	1	1
2	-2	-1	1.869029	-0.797539	23.884869	23.8982	48.67832	0.09923	2	1	1
16	2	-2	0.854804	12.984683	33.405353	35.8402	128.6161	0.09493	2	1	1
14	-2	-2	0.9497	20.827469	-36.526631	42.0473	108.40609	0.09461	2	1	1
6	0	-3	2.004206	-20.582449	5.221137	21.2343	45.20553	0.09265	2	1	1
14	-2	1	0.890235	25.336032	28.574215	38.189	119.82777	0.09076	2	1	1
4	-4	-4	0.866083	17.58974	-31.171716	35.7921	125.59648	0.08881	2	1	1
12	-2	3	0.883403	-5.315107	-36.755738	37.138	121.37569	0.08819	2	1	1
2	4	-3	0.915107	-22.09703	-32.338914	39.1674	114.6519	0.08816	2	1	1
3	-1	7	0.935298	-13.258313	-37.77162	40.031	110.89038	0.08791	2	1	1
2	-4	-3	0.915107	-26.879187	28.332228	39.0539	114.6519	0.08765	2	1	1
11	1	-4	1.184236	13.344795	-35.876091	38.2776	81.1524	0.08739	2	1	1
3	1	-8	0.911662	1.507933	-38.740759	38.7701	115.33019	0.0872	2	1	1
7	3	1	1.075566	-25.331	-31.818465	40.6703	91.47958	0.08658	2	1	1
5	-3	3	1.028919	40.813486	1.758168	40.8513	96.94657	0.08533	2	1	1
11	-1	-4	1.184236	5.610406	37.182016	37.6029	81.1524	0.08434	2	1	1
14	-2	-4	0.914096	-7.904844	36.855009	37.6932	114.84988	0.08187	2	1	1
8	2	-1	1.365775	27.27541	-16.413009	31.8329	68.66568	0.0818	2	1	1
3	1	7	0.935298	-17.770601	34.166209	38.5114	110.89038	0.08136	2	1	1
12	-2	2	0.942257	13.772718	-36.02228	38.5654	109.67099	0.08055	2	1	1
2	2	7	0.884313	-14.562812	31.306034	34.5274	121.16598	0.07594	2	1	1
2	2	1	1.806946	19.352617	-9.79193	21.6888	50.46563	0.07529	2	1	1
8	-4	-1	0.873069	-7.934639	-32.310559	33.2706	123.83858	0.07411	2	1	1
4	4	-4	0.866083	9.711785	31.116865	32.5972	125.59648	0.07367	2	1	1
10	2	-7	0.874934	11.119299	31.157435	33.0821	123.3826	0.07263	2	1	1
15	-1	-1	0.972185	16.900487	-32.913389	36.9989	104.80857	0.0713	2	1	1
14	2	1	0.890235	32.736396	-7.813181	33.6559	119.82777	0.07049	2	1	1
1	-1	7	0.982568	-35.994506	6.398681	36.5588	103.24967	0.06904	2	1	1
3	-3	4	1.006048	-34.297081	-13.04353	36.6936	99.93255	0.06885	2	1	1
